f_ghz,gain_imb_db,phase_imb_deg,cm_leak_dbc
6.760829750000000615e+01,5.265006999999988224e-02,6.470696000000089043e-01,-4.386453893000000193e+01
6.918309709999999768e+01,5.474954999999992467e-02,6.561572999999896183e-01,-4.369356970999999845e+01
7.079457840000000601e+01,5.691650999999997573e-02,6.651128999999968983e-01,-4.352381065000000149e+01
7.244359599999999944e+01,5.915174999999983640e-02,6.739170000000171967e-01,-4.335530664000000201e+01
7.413102410000000475e+01,6.145593999999965362e-02,6.825498000000038701e-01,-4.318810366000000300e+01
7.585775750000000528e+01,6.382964000000024285e-02,6.909891999999899781e-01,-4.302224921000000535e+01
7.762471170000000598e+01,6.627325000000006128e-02,6.992157999999903950e-01,-4.285779190999999599e+01
7.943282349999999781e+01,6.878704000000013252e-02,7.072042000000067219e-01,-4.269478180000000123e+01
8.128305159999999319e+01,7.137108999999997039e-02,7.149335999999948399e-01,-4.253327019000000320e+01
8.317637709999999629e+01,7.402531000000012185e-02,7.223791999999775726e-01,-4.237330965999999677e+01
8.511380379999999946e+01,7.674939999999974560e-02,7.295158000000014908e-01,-4.221495433999999847e+01
8.709635900000000674e+01,7.954287000000004326e-02,7.363186999999982163e-01,-4.205825959999999952e+01
8.912509380000000192e+01,8.240497999999973899e-02,7.427610999999956221e-01,-4.190328225000000373e+01
9.120108390000000043e+01,8.533476999999978219e-02,7.488189000000033957e-01,-4.175008057000000150e+01
9.332543010000000550e+01,8.833101000000009861e-02,7.544627999999988788e-01,-4.159871405999999894e+01
9.549925860000000455e+01,9.139219999999959043e-02,7.596677999999883468e-01,-4.144924405000000434e+01
9.772372210000000337e+01,9.451655999999974966e-02,7.644066000000009353e-01,-4.130173308000000532e+01
1.000000000000000000e+02,9.770200999999989477e-02,7.686505000000067866e-01,-4.115624526000000571e+01
